247517     -2.49515e-14 6.54084e-15   3.81472  -2.28262e-14 6.736e-15   3.38868 1  0.324931     0.315516    0.226359
204131     -4.65122e-14 9.13849e-15   5.08971  -4.3422e-14  1.05e-14    4.13543 1  0.338156     0.294308    0.222002
483656     -1.40104e-13 3.83679e-15  36.5159   -1.38793e-13 4.51e-15   30.7745  1  0.341712     0.290704    0.221419
425755      6.13576e-14 1.6982e-14    3.6131    5.60769e-14 1.709e-14   3.28127 1  0.310957     0.308992    0.219181
2002 EW8    1.72219e-13 3.35642e-14   5.13103   1.61403e-13 3.672e-14   4.39549 1  0.322262     0.294566    0.217423
510529     -1.33924e-13 1.69767e-14   7.8887   -1.28291e-13 1.964e-14   6.53213 1  0.331804     0.286809    0.216982
470975     -1.15146e-13 1.43738e-14   8.01081  -1.09722e-13 2.116e-14   5.18536 1  0.37734      0.256324    0.212031
2000 EM26  -1.65047e-13 1.82233e-14   9.05691  -1.59544e-13 1.88e-14    8.4864  1  0.301963     0.2927      0.210169
2017 JF3   -5.41323e-14 1.66723e-14   3.24684  -4.90871e-14 1.786e-14   2.74844 1  0.30261      0.282486    0.206496
2005 RZ2   -1.24946e-13 1.28254e-14   9.74206  -1.2075e-13  1.581e-14   7.63759 1  0.327144     0.265386    0.206099
1995 CR    -4.77609e-14 1.67321e-15  28.5445   -4.82789e-14 1.979e-15  24.3956  1  0.309561     0.261728    0.199866
265482      8.85089e-14 8.59693e-15  10.2954    9.10204e-14 9.49e-15    9.59119 1  0.292136     0.264645    0.196133
310442      3.82653e-14 6.57932e-15   5.81599   4.01852e-14 7.262e-15   5.53362 1  0.291801     0.264369    0.195919
2003 FY6   -6.87115e-14 3.64741e-15  18.8384   -6.97282e-14 3.725e-15  18.719   1  0.278739     0.272933    0.195013
2012 HN13  -1.0474e-13  1.97959e-14   5.29098  -9.90485e-14 2.152e-14   4.60263 1  0.287508     0.264474    0.194646
2003 BN4   -1.8365e-13  9.54279e-15  19.2449   -1.86765e-13 1.291e-14  14.4667  1  0.32638      0.241253    0.194005
267337     -5.97562e-14 1.29538e-14   4.61302  -5.61798e-14 1.328e-14   4.23041 1  0.276085     0.269304    0.192779
357622     -4.07938e-14 6.03124e-15   6.76375  -4.25427e-14 6.908e-15   6.15847 1  0.289977     0.253173    0.190714
613862     -1.82462e-13 1.95308e-14   9.34229  -1.76936e-13 2.17e-14    8.15374 1  0.282925     0.254643    0.189271
399308      6.99709e-14 6.20569e-15  11.2753    7.1627e-14  6.225e-15  11.5063  1  0.266869     0.266042    0.188412
350462     -6.99408e-14 5.81098e-15  12.036    -6.83882e-14 5.869e-15  11.6524  1  0.267189     0.264548    0.18799
